Text,Label,task_1
@realDonaldTrump You disrespect the flag by publicly humping it &amp; this is what you speak about. Think you might check supreme court ruling. You also have no problem with a hostile dictator attacking our elections &amp; democracy Spare me your fake patriot raps.  #TrumpIsATraitor,1,HOF
Popular with who?? Not the press! Nor the people that I have spoken too!! #trump lying again about his pet clown!! Sad to have a lying piece of shat like trump think that people believe him! #trumpthetraitor #trumptheconman #impeachtrump #fucktrump https://t.co/borY55h5jT,0,NOT
"Donâ€™t ya think itâ€™s about time we started impeachment on this liar, heâ€™s okay with foreign countries like Norway, NORWAY? Really? #LiarInChief #Norway #Norway #TrumpResignNow #TrumpProtest #EmbarrassmentInChief #TrumpProtest #TrumpsAnInternationalDisgrace #TrumpisaTraitor",1,HOF
@realDonaldTrump Your own people keep information from you because THEY ALL KNOW you are an IDIOT!!!! #STUPIDISTPOTUSEVER #DumbTrump #IdiotTrump #LiarTrump  #StupidTrump #DuhTrump #RetardTrump #GoToHellTrump,1,HOF
The pretending president says nothing. SMFH    #FUCKTRUMP https://t.co/F88VMrdrRM,1,HOF
"#chiefkeef #babymomma is a #predator and, #rapist #periodt @ Chicago, Illinois https://t.co/HxgSteEOVB",1,HOF
ðŸ¤¬ðŸ–•Donâ€™t be a douche canoe! ðŸ˜ ðŸ˜–  -  -  -  #douche #douchebag #douchebags #doucheflute #douchecanoe #douchebaggery #douchefan #douchehound #douches #doucher #douchebagselfie https://t.co/q5T5ooANs0,1,HOF
Omg he is having his cabinet suck off round table ðŸ˜±ðŸ™„ðŸ¤¢ 0 dignity! #DoYourJobMitch #Resisters #FuckTrump #ResistTrump #FliptheSenate2020 #TheResistance #DitchMitch #DitchMitch2020 #VoteBlue2020,1,HOF
"@MarylynnTully @LawWorksAction Wtf is so funny, bot? #FuckTrump",0,NOT
"@realDonaldTrump @MarshaBlackburn Oh goodie, another Republican who doesnâ€™t give a sh!t about the law.    #LockTrumpUp  #ImpeachmentInquiryNow   #ImpeachTrump   #ImpeachBarr   #ImpeachMnuchin  #TrumpIsATraitor",0,NOT
Theresa May threatens to block Brexit No Deal as friends say she voted for Remainer Rory Stewart in Tory contest   https://t.co/n9cRi1pXln   #BorisJohnsonShouldNotBePM   #PutItToThePeople #SummerOfResistance #StopBrexit,0,NOT
@DanScavino @realDonaldTrump Life in GITMO for traitor Trump and all the GOP co-conspirators!  #TrumpIsANationalSecurityThreat   #TrumpIsATraitor   #GOPComplicitTraitors   #GOPCoverUp   #GITMO4U   #GOPTreason https://t.co/N6pRLJ7Kai,1,HOF
"@realleadelaria @realDonaldTrump Pure poetry Lea, it's the way you sum him up in one hashtag - #illiteratefuck - has a certain ring, I love it. #TrumpIsATraitor",1,HOF
@realDonaldTrump Trump has one objective.  To stay out of jail for his crimes!  #TrumpIsATraitor #TrumpIsACriminal https://t.co/A2ghCDeAjv,0,NOT
Prominent Cong &amp; JDS leaders names have figured in both Wakf Property encroachment scandal &amp;  #IMAfraud worth thosaunds of Crores.      The so called watch dogs of Secularism brazenly looting Poor Muslims life time investment through various dubious ways.  https://t.co/suoFu2tcTh,0,NOT
Am I the only one who's observing that none of England's matches are being abandoned due to rain? Planned locations selected?   Well played England. Just because you couldn't win it in a legitimate way...   #ShameOnICC #WorldCup2019 #WC2019 #wc2019withtimes,0,NOT
@ICC   Idiot Cricket Council  -  Did you plan the ICC Cricket World Cup assuming it will be played in Dubai  ?  #ICCCricketWorldCup #ICCWorldCup #icc #RainStopsMatch #ShameOnICC #CWC2019 #ICCRainCup2019 #ICCCricketWorldCup2019 @republic_sports @timesofindia #IdiotCricketCouncil,1,HOF
Worst world cup tournament...worst management..... #ShameOnICC,0,NOT
Offering Namaz by Pak in the ground allowed     Balidaan Badge by MSD is not allowed?    We Stand by MS Dhoni ðŸ‡®ðŸ‡³   @cricketworldcup @BCCI      Shame on You @ICC     #ProudIndian  #DhoniKeepsTheGlove,0,NOT
"@MartinHeinrich #TrumpIsATraitor   Trump brags about his illegal activity. He is an ignorant, cruel, fool. No news there. What is amazing, is how many people defend him, and do not see the danger in his talk and actions.",1,HOF
#DoctorsFightBack  @MamataOfficial playing dangerous card game as divide n rule strategy.   During Communist rule - Women card.   During election n festivals - Religion card.   Now Doctors protest - Language card.   MEME-ta BAN-HER-jee herself seen as JOKER (Victim card)   #SaveBengal,1,HOF
"@DungeonDining You've been a #douchebag all day, I'll be taking great pleasure in muting your ass.",1,HOF
"EVERYTIME that imbecile leaves the US on a foreign visit my stomach turns because I know that to a great many around the world he is who America is. Such an embarrassing, oafish, obnoxious shitstain. #FuckTrump @realDonaldTrump #SorryUnitedKingdom  https://t.co/wcWAccBeSm",1,HOF
"Hey, Jack.  Yoohoo, yes you, Jâ‚¬rk Off!!  What's with #ChaoChow's connections, eh?  You two'se skimmin' are ya?  Like you takin' #US as your personal cash machine?  Is that it, #douchebag?  #KochBrothers got a ring in your nose?? https://t.co/IDBPOXRmLw https://t.co/M00c8heKNa",1,HOF
"Bring Donald to justice. He raped this woman, when she was 13. He's a serial long time #Rapist. https://t.co/kjDUASDDVW",0,NOT
@maggieNYT @jaketapper Trump is a pathological liar..  He thinks most Americans are stupid SMH..  #LiarInChief #ConMan #DoucheBag #ImpeachTrump #Resist https://t.co/VjkNazZk61,1,HOF
@atrupar Pompeo is the ultimate sycophantic toad. #MikePompeo #TrumpIsATraitor,1,HOF
"Agreed! @realdonaldtrump is, indeed, the shit pit this country does not need! #ImpeachTrumpNow #TrumpIsATraitor #TrumpIsADisgrace https://t.co/MHI4SKHQQo",1,HOF
"@realDonaldTrump Luckily, U.S. intel agencies do not trust #FakePresident. I hope our allies are recognizing the danger of trusting anything this corrupt administration says or does.  #TrumpIsATraitor #TrumpIsTheEnemyOfThePeople",0,NOT
Double standard of icc  #DhoniKeepTheGlove   #nationsiswithdhoni  #shameonicc https://t.co/lPFC9xWEOg,0,NOT
"@pam_brundige @PatriciaRGilbr1 @beerluvr2 @TheUnicorn999 @Heather4enviro1 @sbuchbinder @Mathsgeist @mnelson64 @NoFascismMarch @Orvidageri5 @pseudosudio @ryconsean @Alan_in_NC @lalaboo62 @gr8fulgirl24 @LillianVikingDK @eztempo Wonderful! I'm always happy to follow more people working for the Resistence.   Please take a look at my timeline and if you like what you see follow back.   Be warned,  I shout #FUCKTRUMP a lot.   I really hate that diseased orange anal polyp.",0,NOT
@realDonaldTrump Clinton got the majority vote. You got Russian help #TrumpIsATraitor #JohnMCainDay,0,NOT
Wouldnâ€™t put it past him! The lies are endless! #Trump #TrumpMustResign #TrumpIsATraitor #Trump2020 #Fascism https://t.co/MbNDmH8LYq,0,NOT
@realDonaldTrump @OANN Another lie by the Liar in Chief #TrumpIsATraitor #TrumpIsALiar #TrumpCrimeFamily,0,NOT
#ShameOnICC   Wonder no rain on @ECB_cricket match !  Will rain decide the finalist of @cricketworldcup ?  @ICC stop ur nonsense.  @BCCI boycott,0,NOT
@Morning_Joe @morningmika When you say white working class that voted for trump... You mean them white #racist!!! Yall can make excuses for them racist &amp; #rapist but we know the truth bout them. @HardballChris @hardball #MondayMotivation #mondaythoughts,1,HOF
"@RepMarkMeadows You obviously haven't read the report, what does Putin have on all of you, that you're willing to sell yourself and country. #TrumpsWorseThanNixon #ReadTheMuellerReport #FuckTrump",0,NOT
When @realDonaldTrump speaks I just naturally cringe #trump #fucktrump #cringe,0,NOT
The dictatorial and #IGNORANT nature nature of this #POTUS45 #trump is a #discrace !  #TrumpCrimeSyndicate  #TrumpIsATraitor  Trump Ordered Dramatic Cuts To Expert Science Panels https://t.co/UnNQ6YqU3f via @dvergano,0,NOT
Men's Unisex Anti Trump AF T-Shirt in Extended Sizes - Small up to 5x https://t.co/cCONVvIIWf  #fucktrump #antitrump #votebluenomatterwho https://t.co/yulXdMQnkF,0,NOT
Unethical approach and pathetic management bu ICC nd ECB everywhere it's raining 8n England but ICC is sleeping and destroying 1 f the biggest cricketing tournament #ShameOnICC,0,NOT
"Trump probably didnâ€™t tell McGahn literally to  fire Mueller.  He would have given the code word that he wanted it done, or speak to someone else about doing it - the typical MAFIA way. Just as bad.   #TrumpIsATraitor #TrumpsWorseThanNixon #TrumpMustResign #McGahn",0,NOT
Save the saviour #Savethedoctors   #SaveBengal   #DoctorsFightBack https://t.co/vRtTvRw7WH,1,HOF
@MSNBC #putin rejoices in the Trump presidency and all those who unquestioningly follow him. #TrumpIsATraitor #PutinsMitch,1,HOF
"@ICC #ShameOnICC #CWC19 #ICC , hutterflop hosting,  worest world cup ever seen,",1,HOF
Where was @ICC when this brute display of religion was going on in playground? Has they got circumcised? #IndiaWithDhoni   #DhoniKeepsTheGlove   #BalidaanBadge https://t.co/MG7HnZQZSx,1,HOF
@Franklin_Graham @POTUS @realDonaldTrump This portrait is more true-to-life. #FuckTrump https://t.co/DPiHYxSyi7,1,HOF
@haaohaoo @nowthisnews this was a police officer?!ðŸ˜± &amp; this is his side job?! this kind of shit is a direct line to trump.he has fukd this whole world up. im sure it brings him pleasure to know he is as  infamous as Hitler.. finally! something hes good at.. HATE  #FuckTrump,1,HOF
"Can I just say that should I ever run for any sort of office (elected or otherwise), I currently have 1 wife, 3 children, 2 cats and 2 tortoises #BorisJohnsonShouldNotBePM",1,HOF
Boris knew what he was doing avoiding this debate.  Boris knew he would have been exposed and humiliated!    Boris knows.   Boris base knows.  Boris's financiers KNOW!    Boris will avoid all these debates and outings.    Why?    Boris wants a NO DEAL Brexit!  #BorisJohnsonShouldNotBePM https://t.co/zEeYKHHxCb,1,HOF
How she is relating the doctors security issue with political issue.. i guess she wants to make it political...ðŸ™„  #DoctorsFightBack   #DidiVsDoctors #doctorsstrike https://t.co/fXYr0ihP69,1,HOF
@PointlessBrexit @JohnnyMercerUK #BorisJohnsonShouldNotBePM is a bare faced liar. That all you need to know. Should not even be on the ballot. Shame on you shame on your party,1,HOF
Retweet this forever. #TrumpRussia #TrumpIsACrook #TrumpRussia #TrumpIsATraitor https://t.co/15NxEvoKcd,1,HOF
"BJP workers being lynched,CBI officials heckled,PM&amp;Amit Shah rallies not allowed,Durga Puja not allowed,Jai Sri Ram banned,abusing the PM in the worst possible way,today she cares two hoots for her citizens health.#DoctorsFightBack What else is required to impose president rule?",1,HOF
"Wasn't Nixon guilty of 'opposition research', I mean along with everything else?  #FuckTrump #ImpeachTrump #ImpeachTheMF #ImpeachTrumpNow #ImpeachTheMF",1,HOF
Channel 4 leaves EMPTY PODIUM for Boris Johnson as MP snubs TV leadership debate https://t.co/EDzheV9eXp   #borisdoesnotrepresentme #BorisJohnsonShouldNotBePM #chicken #leadership #ToryDrugOff #BritainsNextPM #Brexit https://t.co/e2ucgbq8rx,1,HOF
"#DoctorsFightBack  Shame on @drharshvardhan. On such a serious issue he is just sending a letter for solution. If you can't do anything, then have we elected you?  We need a Central Protection Act for Doctors with proper enforcement.    We need Central Action now. Prove your worth.",1,HOF
You're the one who's bad for this country. You can't be trusted!  #TrumpIsATraitor https://t.co/oQprgYesyY,1,HOF
@senatemajldr you sir are a #DoucheBag  https://t.co/qO0F4lYMBI,1,HOF
Calling top country for cricket ground themselves  But compare the covering th ground with indian grounds  #ShameOnICC @imVkohli @ICC @BCCI https://t.co/euQjZQ2Ya4,1,HOF
#Trump #TrumpIsATraitor #ImpeachTrumpNow @realDonaldTrump  #TrumpLiesMatter #TrumpLies #TrumpRussia    Mitch McConnellâ€™s Ties to Russian Oil Money â€“ The Democratic Coalition â€“ Medium https://t.co/cP8aNiSKQQ,1,HOF
"@NoRemainNoGain The same people would want Johnson as PM. One message: get us out of the EU. They don't mind racists, liars, misogynists, tax cuts, xenophobes etc. because that's what they believe in too.   Johnson/ Farage is brexit on any terms for these voters.     #BorisJohnsonShouldNotBePM",1,HOF
"@realDonaldTrump @foxandfriends You will get **NO FUCKING WALL**, Donny. Period. End of Story. If our Treasury, which you and your Crime Syndicate have so diligently raped and pillaged, can scrape together $7 Billion there are FAR more important things to spend it on. #FuckTrump #ResistFascism #FightXenophobia https://t.co/poMUcBil9d",1,HOF
@PTIofficial Resources.. You do not have funds to run the country.. Tell our PM to take a bowl with himself in further meetings.. May he will get few penny..   #imranhataomulkbachao #pakistanterrioristnation,1,HOF
"See? Once you've established yourself as a #liar and a thief, it's hard to get others to believe you.     #TrumpIsADisgrace #TrumpLies #TrumpIsATraitor #PutinsPuppet #UnfitToBePresident #Iran  #Pompeo   https://t.co/65wQ8kj48r",1,HOF
@ICC please change the cup design as below for the 2019 edition #ShameOnICC #Shame #CWC19 #CWC2019 #CWC #CricketKaCrown https://t.co/TI3BwxC8g4,1,HOF
"Hi Indians ðŸ‘‹  Will Mr. Dhoni today use controversial gloves being a patriot which are banned by ICC ???  If Your Answer is No, than start strike in india and force Modi and BCCI to stop Indian team to Play WC.    #CWC19   #INDvAUS   #DhoniVsICC   #DhoniKeepsTheGlove   #IndiaWithDhoni",1,HOF
Caption Needed.   #ImranKhanPrimeMinister #imrangoldsmith #imranhataomulkbachao https://t.co/J1OqUERp0C,1,HOF
With no doubt this is a total insane and illiterate behavior.     https://t.co/OReHVIt9hZ    #imranhataomulkbachao #ShanghaiCooperationOrganisation,1,HOF
@Eleven_Films lol #OJSimpson 'has a little getting even to do'    thankfully knife blades can't penetrate my twitter account    #murderer,1,HOF
"#IMAFraud #IMAJewels   Karnataka govt published notification on English and Kannada news dailies in 2018-Nov itself.  But #madrsaChap ROP people cannot read except Urdu , right? https://t.co/uMoJygXmyS",1,HOF
Icc high on weed #ShameOnICC @ICC @cricketworldcup https://t.co/Xn1gBsPQ4X https://t.co/Tg7A2qxNzH,1,HOF
East Turkestan In 50 Seconds  https://t.co/GH1hIkbxOO  #Uyghur #FreeUyghur #EastTurkistan #China #StopChina #BoycottChina #Genocide #ã‚¦ã‚¤ã‚°ãƒ« #RT,1,HOF
@realDonaldTrump Good build a wall around Arkansas! #FuckTrump #FuckSarahHuckabee,1,HOF
@crusader120 @MrTreso @KevinMcCluskie1 @DavidDolak @emgergo @Charlie_Barca @GuberPetya @DjGabyG @A11Aron @TMortimerFtbl @elizabeth_paal @balogh_tommy @lilakgillsbhoy @aspiring_bear @puskas_akademia WTF has he sent Rossi off for? #Dickhead,1,HOF
The Raptor fan waving bye at Durant when he went down is what is wrong with sports fans. #Douchebag #NBAFinals2019,1,HOF
#ShameOnICC u have so much time to inspect players gloves but failed to checked weather before organising big cricket event like #WorldCup2019,1,HOF
@bhogleharsha @ICC can see @msdhoni badge but doesn't see the ground was not covered.  Most developed Country in ðŸŒ and call ðŸ as the national sports Yet can't do anything for the biggest tournament. Learn something from #EdenGarden  #ShameOnICC #WorldCup2019 #iccraincup2019 #CricketKaCrown https://t.co/CuYUiOjW4j,1,HOF
People having terrorism in their DNA should not open their mouth to raise question on patriotism of MSD. @cricketworldcup @ICC @msdhoni @BCCI #DhoniKeepsTheGlove #DhoniKeepTheGlove,1,HOF
The curse of Imran   Bloody swine !    #Pakistan   #Ù¾ÛŒ_Ù¹ÛŒ_Ø¢Ø¦ÛŒ_Ù„Ø§Ø¦ÛŒ_Ù…Ø¹Ø§Ø´ÛŒ_Ø¨Ø¯Ø­Ø§Ù„ÛŒ   #imranhataomulkbachao https://t.co/MzeOBnQaU2,1,HOF
"@kesar_akankasha #CongressMuktBharat is fine bt the irony is tht it is still the single largest party in oppositn wth most seats aftr BJP.  Also, all othr Non-NDA parties too endorsing fake #HinduPhobia  At present, one cant hink on anythng evn close to an entity called as Credible Opposition.",1,HOF
"Is it just me, or have others acted in good conscience by blocking O.J. Simpson?  #MURDERER #scumbag",1,HOF
"Been putting off writing an e-mail since 8 this morning.  Donâ€™t know why, itâ€™s not like it could make me a lot of money or anything?  #Dickhead",1,HOF
This never gets old. Fuck you you tired sick piece of shit LOSER #FUCKTRUMP https://t.co/dmhBU2T0i8,1,HOF
"Don't forget!!!!! Donald Trump mocked and HATED George H.W. Bush, and 100% GLAD for his death. We must IMPEACH and LOCK up all Trumps to preserve the sanity of AMERICA!!!!   #NeverTrump  #FUCKTRUMP  #VOTEblue",1,HOF
"@TheRealOJ32 This POS needs to lose his cocky, self assured, fake smile. He is the murderer of 2 people, and, a convicted felon. How sickening to see his smarmy lounge act yet again. #murderer",1,HOF
@SirJadeja Look @ d sun â˜€ shine during #ENGvsWI  Match. It's a total conspiracy against all other team.  #England choose their venue where #Rain chances r Zero. How come eng never faced Rain?  CBI shud intervene n investigate against #ICCCricketWorldCup2019  #ShameOnICCðŸ˜¡ðŸ˜¡ðŸ˜¡,1,HOF
"@realDonaldTrump Sure, the 1% would never have had their pockets bulge without #TraitorInChief around. Great job #DerangedDonald     #LockTrumpUp  #ImpeachmentInquiryNow   #ImpeachTrump   #ImpeachBarr   #ImpeachMnuchin  #TrumpIsATraitor",1,HOF
Happy Thursday.  #FuckTrump #ImpeachTheMF,0,NOT
Took a shit at Trump Tower and purposefully missed the toilet. I'm a hero. Where's my holiday? #FuckTrump #NYC â€” at Trump Towers at 5th Ave https://t.co/uAxyZl6i3X,1,HOF
"@Krissie_Lee Absolutely...all it takes sometimes is one stray look...a crazy could jump out of anywhere...I'd love to go to LA to see the Rams play, but no it's not worth the risk...one day I dreamt of driving coast to coast...it's sad what's occurred. #FuckTrump",0,NOT
"@HouseGOP @SenateGOP @senatemajldr @GOP   If #Trump wins 2020, EVERYBODY knows it's Russian hacking.   Everybody. Knows.  #TrumpIsAFraud   #TrumpIsATraitor   #TrumpIsADisgrace   #TrumpIsNotAboveTheLaw   #UnfitToBePresident   YOU know it tooðŸ¤¬ https://t.co/LIfZQ2OEBC",1,HOF
@realDonaldTrump 3 1/2 years?? Can you ever stop lying? #FuckTrump #WTFiswrongwithyou #TakeThatDamnPhoneAwayHim #ImpeachTheMF,1,HOF
#IMAJewels   #Imafraud   Why is Ima Jewels Scam isn't a national news No big media house is covering this news on big level   The people of #Bengaluru have been cheated in this Fraud   We hate selected media coverage  @Republic_Bharat @abpnewstv @ZeeNewsHindi @Mimansa_Zee @dibang,1,HOF
".@senatemajldr @senategop @housegop @gopleader  Gosh, it's almost like you don't want the interference to stop but that couldn't be it could it? #GOPComplicitTraitors #GOPComplicit #TrumpIsATraitor https://t.co/q1gg8J3m7M",1,HOF
".@borisjohnson â€œYou are a nasty piece of work, arenâ€™t you?â€   https://t.co/WecD70J5Tw  #BorisJohnsonShouldNotBePM",1,HOF
#TN #CoffeeCounty #DistrictAttorney #CraigNorthcott says in a video he doesn't treat #LGBTQ domestic violence cases the same as others. Also accused of #AntiMuslim comments &amp; bias. https://t.co/lZtpYOQxGv via @HuffPostPol,1,HOF
WE CAN SENTENCE A MAN 25 YEARS FOR A DRUG THATâ€™S NOW LEGAL IN STATES BUT THIS MAN WILL ONLY DO 8 MONTHS FOR A CRIME THAT HE LITERALLY COMMITTED AGAINST ANOTHER PERSON #MichaelWysolovski #rapevictims #revolt #rapist #stopabuse #protectourchildren #nojusticenopeace https://t.co/rq1HmW4T78,1,HOF
@POTUS @realDonaldTrump @senatemajldr @VP Why wonâ€™t you safeguard our elections? #IllegitimatePresident #TrumpIsATraitor #McConnellChaoCorruption #McConnellTreason #TrumpTreason #GOPTreason #TrumpCrimeFamilyForPrison #TrumpForPrison2020 #TrumpRussia #McConnellRussia #IndictTrump,0,NOT
Donald Trumpâ€™s Medical Malice #Resist #ResistTrump #FuckTrump https://t.co/PyGnXJMN45,1,HOF
"@JohnnyMercerUK 'Look at his record in London..' We have Johnny, and it's atrocious.   #BorisJohnsonShouldNotBePM",1,HOF
And then Tucker screamed  'Remember The Alamo'.  #Douchebag https://t.co/LKvfCBRQnU,1,HOF
"IMPEACH TRUMP! WTF is wrong  with you, you senile old man?! #TrumpRussiaCollusion #trump #NotMyPresident #resist #ImpeachTrump #FuckTrump #ImpeachTrumpNow Trump tries damage control after offer to foreign spies  https://t.co/tbunEQcs2K",1,HOF
"We dont need to check the birth date of a #rapist , if he is matured enough to #rape then he is also matured enough to #hanged.....",1,HOF
"@realDonaldTrump called for the death penalty for the kids in Now You See Us .. this is trump. A racist piece of shit. America , watch that show and vote trump out !! Or better yet impeach the mfâ€™er !!!#fucktrump",1,HOF
"What a shameful @ICC @cricketworldcup .  You dont have any problem with the logoâ€™s of drinks, tobacco , cold drinks , Whichever is injurious to health but an INDIAN Balidan badge is a problem for u... Strange isnâ€™t it ? #DhoniKeepsTheGlove #DhoniKeSaathDesh @BCCI @msdhoni",1,HOF
@csfraw @marklevinshow Clinton lied under oath about his extramarital affair. And he did it in the Oval Office. Disgusting human.    #billclinton  #rapist    https://t.co/ogiIQhif22,1,HOF
#ICC did this #ICCWorldCup2019 for money without any brains.England is hosting this time but where's the Preparations? It looks like #WorldCup2019 of Swimming not Cricket!   But in #dhoni's case they have time &amp; energy? #Hypocrite I think #ICC thinks he's #Thanos  ðŸ˜¡ðŸ–•#ShameOnICC https://t.co/6fWMCrKCMY,1,HOF
"@realDonaldTrump Yes impeachment is legal, we have seen it before. You will not be the first president impeached.  #ImpeachmentInquiryNow   #ImpeachTrumpNow   #ImpeachTrump   #TrumpIsGuilty   #TrumpIsADisgrace   #TrumpIsNotAboveTheLaw   #TrumpIsATraitor   #TrumpIsTheEnemyOfThePeople",1,HOF
"Happily Queen dahlingsss #JohnMcCainDayJune14th #fucktrump make his day hellsss, LivingðŸ”¥HðŸ”¥EðŸ”¥LðŸ”¥LðŸ”¥SðŸ”¥SðŸ”¥SðŸ”¥ https://t.co/87cIYf3QeB",1,HOF
"@realDonaldTrump ORANGE HITLER TRUMP CALL FOR MORE HATE SPEECH.    TRUMP LOVES TO SEE FULL TILT CRAZY CRAP FROM THE KKK, NAZIS, GOP,  QANON    TRUMBO SEZ HATE SPEECH US GREAT SPEECH  #FUCKTRUMP #TRUMP2020 https://t.co/GI7BeY2AhE",1,HOF
Chris Watts is a jerk who killed his wife and his children then pretended that they were missing.  He fake cried about how he hoped they would return all the while he knew that he killed them.  #chriswatts #murderer https://t.co/NAt4RnXrgb,1,HOF
Today #45 said he was for sale. His price is foreign info to win. #trumpisaloser  This is #proof #losertrump  #toddlertrump #fucktrump,1,HOF
"@LindseyGrahamSC @realDonaldTrump @LindseyGrahamSC is definitely #UnfitForOffice!    Convenient, isn't it Graham, that Trump backed out of the Iran agreement, even though there were no violations reported?!    AND NOW, Trump has jumped aboard the #USSTrumpFail, accompanied by Putin &amp; Saudi Arabia!  #TrumpIsATraitor",1,HOF
Her BODY /Her RIGHT /Her CHOICE  FUCK! The Heartbeat bill  #art #artist  #shopify #anime #manga #comic #sf5 #chunli #strong #strongwoman #fight #mychoice #blackart #atlantaartist #atlanta #blackartists #sketches #sketch #concepts #conceptart #onlinestore  #fucktrump https://t.co/sH4BX76fKz,1,HOF
It sickens me to see it again.  #Trump   #TrumpIsATraitor https://t.co/RDcnv30HCG,0,NOT
@toewad1 @JeremyVineOn5 @theJeremyVine @StormHuntley So itâ€™s crap because they donâ€™t put shit films on for you?! ðŸ˜‚ #DickHead,1,HOF
America doesn't want you to have a happy birthday president tRump.  America wants you in JAIL!     #TrumpisaTraitor   #UnfollowTrumpForHisBirthday  #JohnMcCainDayJune14th https://t.co/mYyTKZoScb,1,HOF
Ok Mr....it is not a disaster because you cannot get the internet in the coffee shop #dickhead,1,HOF
"@mshafiquk Cut the word racist out , it's old,  used and has no meaning any more #dickhead",1,HOF
"Until I hear it from the actual Intelligence Agencies, I will not take the word of Pompeo or anyone in the Trump world. The Trump and everyone in his administration are liars and have been itching for a war. This is quid pro quo for Saudi Arabia. #PompeoLies #TrumpIsATraitor",0,NOT
"Little, whiny #entitledwhitemale just tried to come at me, and my #PrideMonth #Pride #Pride2019 post on IG. #drumpf #presidentcheeto #notmypresident. #lgbtq I hope you all keep fighting the fight. I certainly am #fightthepatriarchy #fucktrump #resist #overcome #abandonedportraits https://t.co/7TO2zzv5Nw",1,HOF
$50 to put 1/4 tank of gas in my truck and $30 for two people to eat at McDonalds...but I got an extra $20 in my paycheck. Thanks Papi Trump. #fuckTrump #asshole,1,HOF
@realDonaldTrump   Is @FoxNews treasonous &amp; an enemy of the people for posting their poll results about you failing?    #IndictTrump #ImpeachmentInquiryNow #Trump #TrumpRussia #TrumpIsATraitor #TrumpMustResign https://t.co/vKS0vlX3ir,1,HOF
COME ON BORIS ! LAY US AN EGG !!#borisdoesnotrepresentme #BorisJohnsonShouldNotBePM #chicken #leadership #ToryDrugOff #BritainsNextPM #Brexit https://t.co/nXC8RIuXHt,1,HOF
Pic 1- icc on Ms Dhoni gloves.  Vs   Pic 2- icc planning world cup.  #ShameOnICC https://t.co/3mM6QjwpNN https://t.co/pAuS8ic6uX,1,HOF
"@realDonaldTrump The only person talking about Sec Clinton is you. Fact is you are the failed businessman, you are the guy who broke laws, you are the one going to jail. #ImpeachmentInquiryNow #TrumpNatSecRisk #TrumpIsATraitor #TrumpColluded #TrumpObstructed #IndictTrump",0,NOT
@joshscampbell He is the only person Iâ€™ve ever blocked. #Murderer ðŸ–•OJ  ðŸ¤“,1,HOF
@jonathondadswe1 @GrazarOvercoat @ShaunEllison66 @ScottCLawrence @RebekahVardy @piersmorgan talking shit tweet at end off tournament when were holding the trophy #dickhead,0,NOT
@ICC Still Rain is top of the point table.....    Poor Management By ICC    #ShameOnICC,0,NOT
#DhoniKeepsTheGlove  if u have eyes @ICC  just observe him(M.S) https://t.co/RbC9dQulBF,1,HOF
#BorisJohnsonShouldNotBePM Johnson published a poem as editor of the Spectator in 2004 joking about the 'extermination' of the 'verminous' #Scottish people    #Indyref2 #Scotref   https://t.co/z19zJgPQLl,1,HOF
"@JhaSanjay Dear #SanjayJha, ur tweet is reflecting ur frustration towards the success of #BJP #Modi #ModiGovt. Rather than saying 'BullShit', better u concentrate on coming Elections, hope ur party wil get reverse of 52 in #LokSabhaElections2024. #CongressMuktBharat #ModiFor2024 @BJP4India",1,HOF
"Hey @ICCLiveCoverage @ICC ,what type of planning is this ??? Majority of your planned matches are disturbed due to rain in #CWC19 . Instead of concentrating on #DhoniKeepsTheGlove you guys should have planned it properly . #shameful",1,HOF
@Wimbledon and @icc should have some sort of communication 2019 will have two final on same day #July14. How can someone be so wrong on planning such an important event #WC2019 #ShameOnICC #ICCWorldCup2019  pathetic planning https://t.co/M2KmJZIiE3,1,HOF
Federal office says Kellyanne Conway should be removed #Resist #ResistTrump #FuckTrump https://t.co/flxIdSAlVf,1,HOF
"@realDonaldTrump Spanky, in between fart-tweeting and inhaling Nambian covfefe in front of Faux Fox news, I hope that you're practising your biglyest Nazi salute &amp; goose steps #TrumpIsATraitor #TrumpIsAMoron #ImpeachTrumpNOW #TrumpCrimeFamilyForPrison #TrumpIsARacist #DerangedDonald #TrumpLies https://t.co/Ncc9LHoa7s",1,HOF
"Most of all, I'm disappointed.  In the system  In patients who've taken us fot granted  In politicians who see this as an opportunity to talk religion or actually, don't see this at all  In non medicos tweeting abt everything bt this    #IstandwithNRS  #DoctorsFightBack #DoctorsProtest",1,HOF
@ICC Could not afford a ground cover like this? #ShameOnICC https://t.co/FeezTpLiT1,1,HOF
This Guy is a reported rapist and if you see him you should imedietly call the cops. #rapist #gangbang https://t.co/6r1r7QzBBR,1,HOF
"@realDonaldTrump Youâ€™re no president. Stolen election, illegitimate @potus, illegitimate scotus. #goptreason #birther #bigot #rapist #traitor",1,HOF
@realDonaldTrump Your fragile pathetic ego isn't capable of handling the truth. https://t.co/QImPGfhl0c #TrumpIsTheEnemyOfThePeople #TrumpIsNotAboveTheLaw #TrumpIsATraitor #TrumpIsAFraud,0,NOT
@Hope012015 Couldnâ€™t happen to a nicer guy. #TrumpIsATraitor,1,HOF
Why wasn't #borisjohnson not at the debate last night. Has he something to hide like his lies #BorisJohnsonShouldNotBePM #stopBoris #brexit https://t.co/mrvSTm94ac,0,NOT
