HITId,Text,Label,sentiment,directness,annotator_sentiment,target,group
2786,احنا بنخاف نمشي ف الشارع م التحرش و الناس بتقول للشوية الباقيين اقلعوا,1,offensive,indirect,sadness,gender,women
2787,@user يا خنزير هذا من اعتدى عليه هم حماية الإرهابي رياض العضاض,1,abusive_hateful,indirect,anger_indifference,other,individual
2788,@user وبعد قراءة ما تقيئ به خنازير الدب الداشر أدعو الله ان يجعلك سببا لزيادة غيضهم إلى ان يموتوا كمدا.,1,abusive_hateful,direct,shock,origin,other
2789,الحريم متفاعلين اكثر من الرجال,0,normal,indirect,indifference,gender,women
2790,الا الحريم @url,0,normal,indirect,indifference,gender,women
2791,التحرش كثقافة، كأغنية او فيلم او سكيتش كوميدي او كاريكاتير. @url,1,offensive,indirect,indifference,other,other
2792,@user كل مذيعين قناة الجزيرة كذابين خونه دجالين خنازير مطايا للفرس @url,1,abusive_hateful,direct,shock,other,other
2793,@user يا خنازير اذا كان تحت ضروف قسريه كيف قلتو في تغريده سابقه انه (طالب) ولي العهد بخصوص قضية خاشقجي بلهجت المعارض المستنكر,0,normal,indirect,sadness,origin,other
2794,@user يازينه من وسخ هاتها,1,offensive,indirect,shock,other,other
2795,@user هههههههههه ما يدرون عنكم مالكم أثر عندهم انتو وسخ مدفون نحت التراب,1,offensive,indirect,indifference,other,other
2796,@user والله شي مؤسف   من محتشمه الى متبرجه  ياحسافه ... @url,0,normal,indirect,indifference,other,individual
2797,@user يعقب ولا تعقب   هذا   من  اللى يتجمعون  بالاستراحات   جامعتهم  الحريم  ويتفانون  بالخدمة   ومهمل  اهله  وسفاب  لحاهم عليهم بس,0,normal,indirect,sadness,other,other
2798,@user مع فارق بسيط؛ هو أن هذا السفيه يغذي حيوانا اكرمه الله، بينما سيده ابن سلمان يغذي بأموالنا خنازير امريكا واوروبا، وكلاب الوطن.,1,hateful,direct,shock,other,individual
2799,القبول حاجة مش بإيدينا يا جماعة والله ومش شرط إنه يكون الشخص وحش لا خالص هو احساس بييجي لوحده ومش سهل إنه يتغير هو مش زرار هندوس عليه يعني,0,normal,indirect,indifference,other,other
2800,@user ونطالب الزعيم السيسي بالشراسة فى التعامل مع خنازير حسن البنا وكلاب قطراءيل وتركاءيل واعدامهم وقتلهم أينما وجدوا,1,hateful,direct,shock_disgust,origin,other
2801,@user وش جاب اللي جاب.. قمر عند خنزير معدل بعمليات تجميل,1,offensive_hateful,indirect,disgust,other,individual
2802,@user واحد سرسري مثلك مايسترجي تجيب سيرة السعوديه على لسانه واحد وسخ من مزابل لبنان وتتكلم على السعوديه لا ت… @url,1,offensive,direct,anger_disgust,origin,individual
2803,@user نريد حفظ حقوق الرجل من التحرش,0,normal,indirect,indifference,other,other
2804,@user وانتى لو مش بايرة ماكنش خدك الفضول تدخلى وتشوفى التغريدات,1,offensive,indirect,indifference,gender,women
2805,@user والله كانك تتكلم عني؟؟؟بس الفرق اني ماني وسخ,0,normal,direct,indifference,other,individual
2806,@user لعنة الله عليكم يا خنازير سوف ندعسكم ونخرجكم من جحوركم يا اتباع الفرس المجوسيه,1,abusive_hateful,direct,shock,religion,other
2807,@user لولم تكن خنزير لعرفت أن إسم الجلالة يطلق على ملك الملوك الواحد القهار العضيم الجبار الله عزوجل....لاكن مع… @url,1,offensive,indirect,sadness,other,individual
2808,@user ما فيها شي يطلعون الحريم يستانسون ويوسعون صدورهم.,0,normal,indirect,indifference,gender,women
2809,@user وش تتوقعون من خنزير الدوحه,1,abusive_hateful,direct,shock_indifference,other,individual
2810,الأطفال اللاجئون فقدوا بيوتهم وأوطانهم ويجب ألا يفقدوا الأمل الذي يغرسه التعليم فيهم.,0,normal,indirect,indifference,other,refugees
2811,@user هل تعلم ان والد مذيعه #الجزيره المرتزقه غاده عويس  هو احد خنازير جيش لبنان الجنوبي الخادم لليهود فلا ع… @url,1,offensive,direct,shock,religion,individual
2812,@user ما ارضى عَل خنزير ليش تشبهينه فيهم,1,offensive,indirect,shock,origin,other
2813,@user ياك ما ولاو دايرين التحرش مقياس للجمال,1,offensive,indirect,sadness,other,other
2814,@user هههههههههههه هههههههههههه وهذا المفاعل يعمل على بول البعير المعلب حصراً,1,offensive,indirect,indifference,origin,other
2815,@user ههههههه يا خنزير ليه ما تصور لنا اليوم قدك هارب بكهوف مران يا جبان,1,hateful,direct,indifference,other,individual
2816,اللي يحتمي ورا الحريم ويش هالجمله المسلطنه,1,disrespectful_normal,indirect,shock,gender,women
2817,@user يا متبرجه جوالك ابشرك من علامات الساعه الصغرى بابقره ياحماره يا ق ح ب,1,offensive,direct,indifference,other,individual
2818,@user كل تراب يا خنزير لعنك الله يا كلب ونكل الله بك..,1,hateful,direct,anger_confusion_shock_indifference_disgust,other,individual
2819,@user مهوب حرام ولا خطاء سواقة الحريم اللي يشوف نفسة انه بحاجة يسوق ــ انا كل يوم الصبح اشوف ٥ حريم يسوقن,0,normal,indirect,indifference,gender,women
2820,@user ليكو شحاذ السفارة وطفل انابيب بول البعير بيحكي قانون,1,offensive,direct,shock,other,individual
2821,@user مصدقين لك ي خنزير شكرا لك @url,1,hateful,indirect,anger_confusion_shock_indifference_disgust,other,individual
2822,@user وعندما كنا نقول  أن سياسات الممانعة لا يجب أن تتحول الى سياسات ممايعة كان السوريون  يعتقدون أن تعليق… @url,0,normal,indirect,sadness,other,other
2823,@user ياريت والله مش خنزير حتالة هو,1,offensive_disrespectful,indirect,indifference,other,other
2824,@user لأفضل متبرجة اسلامية عربية عريانة فضحتنى,1,offensive,indirect,sadness,gender,women
2825,@user هذا يابو احمد  اعزك الله واعز المتابعين خنازير العرب لايفهمون من السياسه شئ ويدخلون انفسهم فيما لايعنيهم… @url,1,disrespectful,indirect,confusion_indifference,origin,arabs
2826,العرق دساس ..مو لوتعطيه جنسية .. لو تعطيه منصب ..الخيانه بدمكم والولاء لإيران .. حسبي الله عليكم .. تربية هندوس ماع… @url,0,normal,indirect,shock,origin,other
2827,الناس بقوا يطرحوا مواضيع بنت وسخة و حلول اوسخ و تبريرات اوسخ و اوسخ و كل ما تيجي تكلم حد في حاجة يقولك ايه اللي دخل… @url,1,offensive,indirect,shock,other,other
2828,@user مدرسة منحرفة ازاى يطلعونا من فسحة البنات !!,1,offensive,indirect,indifference,gender,individual
2829,@user متبرجه واذنبت وبعدين ؟ شيء بينه وبين ربي وهي امرأه عاقله وواعيه للي يدور حوله وحولينه ! يمكن هذي ربي راض… @url,0,normal,indirect,indifference,gender,women
2830,@user والحصاله الي ع شكل خنزير,0,normal,indirect,indifference,other,other
2831,@user ملوكه. تراني مطوعه مو مثلك منحرفة. هههههههه يخليكي تطيري. كلوتك,1,offensive,direct,indifference_disgust,gender,individual
2832,@user والله مورينهو اكبر من ناديكم يا خنازير,1,offensive,direct,indifference,origin,other
2833,@user ماعندكم غير سالفة خاشقجي يا خوارج ام للتغطية على عقوبات شريفه وتحرير الحديده يا خنازير,1,hateful,direct,shock,other,other
2834,- الحريم  دول حجر و ملبن جهنم في نفس ذات الوقت. -,0,normal,indirect,indifference,other,women
2835,@user لعنهم الله انا يؤفكون يكذبون ويكذبون وهناك خنازير يصدقون,1,offensive,indirect,sadness,other,other
2836,@user يكابتن شريف انت من احسن الحراس ف القاره السمراء وأنا بحبك اووي يا وحش افريقيا فرحتونا بالمكسب ويار… @url,0,normal,indirect,indifference,other,african_descent
2837,@user كيف ننسى تبعنا اليماني وهو منا ونحن منه ونعيش مع اوغاد خنازير لايليق بنا ننسى ابن جلدتنا ونحن ابناء ا… @url,1,offensive,indirect,indifference_disgust,origin,other
2838,@user ههههههههههه طول عمركم خنازير وعبيد لايران,1,abusive_offensive,direct,indifference,other,other
2839,@user ولا يهمك ده إعلام وسخ خصوصا عبد الناصر زيدان اوسخ خلق الله ربنا يحفظك ويحميك ياكابتن كلنا بنحبك كل جمهور الزمالك وراك يامحترم,1,offensive,direct,shock,other,individual
2840,@user نصيحتنا لكم لا تتعبون أكثر .. معانا بايره جداً تجارتكم,1,disrespectful_normal,indirect,sadness,other,other
2841,@user مش انت مطلوب فى قضية دعاره يا خنزير,1,offensive,direct,shock_disgust,other,individual
2842,@user كليزق انتي وياه لو فيه خير ماقفلت تويتر حسابه وراح للسناب يناقر الحريم ... كليزق مره ثانيه احتياط,1,offensive,indirect,indifference,origin,individual
2843,@user هؤلاء مجرد أنعام، كرم الله الأنعام، وأنما خنازير بشريه، مأكلها خبيث ومشربها خبيث، ومسكنها خبيث، ول… @url,1,abusive_hateful,indirect,shock,origin,other
2844,@user يضل  محمد بن سلمان باقي غصبن عنكم يا خنزير,1,disrespectful,indirect,indifference,other,other
2845,@user لايهمك خرابيط الي تشرب دافي وينظف،، سوي تنظيف بالعكس ممتاز لصحة ارحامك .. عندنا خرافات الحريم مابعد بطلوها,1,abusive_disrespectful,direct,anger_confusion_shock_indifference_disgust,gender,women
2846,@user هذا يصلح حق الحريم الي يقولون والله ساعتي بمليون,0,normal,indirect,indifference,other,women
2847,@user ياحيزان الحيران خذلك سندويش ضب مراهق واشرب بول البعير بطعم الفراوله وامضخ علكه خصاوي البعير واحمد الله ع نع… @url,1,offensive,indirect,disgust,origin,individual
2848,الرجّال لا يدخل ع قاعة الحريم ولا يتصور قدامهم.,0,normal,indirect,indifference,gender,women
2849,العواذل بايره والوقت باير,1,offensive,indirect,sadness,other,other
2850,@user لم تغدروا بحلفائكم الكحام العرب لأنهم في الاصل ليسوا عرب بل يهود مثلكم,1,offensive,indirect,anger_confusion_shock_indifference_disgust,origin,jews
2851,@user مدري ليش نظره المجتمع للمطلقه انها بايره وغير مرغوب فيها والكل يشفق عليها ولا فكرو لحظه ان يمكن زوجها كان زق وفيه عيوب الدنيا,1,offensive,indirect,sadness_indifference,gender,women
2852,@user هذا تصرف فرد ومن قالك انه سوري  انت سألته ولو سوري ينمسك ويتحاسب على جرمه يعني اذا شخص وسخ على نفسه نسو… @url,0,normal,indirect,indifference,origin,other
2853,@user مسلسل فاشل و باخ منكم اووووي يا خنازير البنا و خليفة الشواذ وسعت منه علي الاخر,1,offensive_hateful,indirect,anger_disgust,other,other
2854,اذا كان جسد المرأة ولبسها سببا للتحرش بالواقع فما سبب التحرش في مواقع التواصل ؟ — سبب التحرش مش الجسد العقل والتربي… @url,0,normal,direct,sadness,gender,women
2855,-اجمل الحريم العربى حاجه تفتح النفس جسم نار وبزاز تهبل @url,1,disrespectful,direct,shock,gender,individual
2856,@user وهل تركتم شيء في العماله لتنفذوا اجنده مجوسيه فارسيه ايرانيه يهوديه وما زيارة أكبر عدوا للإسلام والم… @user,0,normal,indirect,shock,origin,muslims
2857,@user يجب علينا ان ان نكون متيقضين جدا جتى لا تصبح بلدنا حلبه صراع بين شاربي بول البعير ومفخذي الرضع,1,abusive_hateful,indirect,indifference,origin,other
2858,@user هلا قرات عنها مافي شي براسها عن فلسطين و الاسلام فقط حقوق المرأه الاميركيه  من التحرش والمساواه وحقوق… @url,0,normal,indirect,sadness,gender,women
2859,@user مجوسي خنزير نجس  يبكي على ملك اجداده الأكاسره  الذي دعسه الفاتحون تحت نعالهم   ...,1,abusive_hateful,indirect,shock,other,other
2860,اللهم ابعد عنى الحريم والحرام,0,normal,indirect,indifference,origin,other
2861,@user هذي النوعيه من الحريم الي تستاهل تدفع عليها مهر,0,normal,indirect,sadness,gender,women
2862,@user وأربع مائة مليار لعيون فانكا انتم حثالة العرب يا خنازير الخليج,1,hateful,direct,shock,origin,other
2863,الظاهر ان الدختر قاع يعاني من موجة عالية من التحرش والشاهد (يحليلة),1,offensive,indirect,indifference,other,individual
2864,@user مو مشكله نشرب بول البعير بس ما ننهان من العالم يا ولد القحبه,1,offensive,indirect,shock_disgust,origin,other
2865,@user يا هبيلة... حيلا استفرغت على تويتر يا معاق عقلي.. حق الطاقة يا حمار مش الباخرة,1,abusive_disrespectful,indirect,shock,other,individual
2866,@user والمذابح التركيه في جزيره العرب تبا لكم با خنازير,1,hateful,indirect,indifference,origin,other
2867,@user من ناحية الحريم الشعر الكرلي لوحده ظبط نص بنات اوروبا .. والله محمد صلاح رفع راس العرب بنص بريطانيا,0,normal,indirect,indifference,other,individual
2868,التحرش دا مقرف مقرف ، مقرف شدييييد,0,normal,indirect,indifference,other,women
2869,@user لأنك شارب بول البعير تعتقد أن إقتصاد الريع ينهض بالأمم  والدليل ان أغلب  السعوديين عاطلين  ونسبة الفقر… @url,1,hateful_disrespectful,direct,shock_disgust,origin,other
2870,السعودية الدولة الأكثر تطوراً في العالم في مجال أنتاج بول البعير  #غرد_مثل_موقع_القوات,1,hateful,indirect,anger_disgust,origin,other
2871,استقبال كبير لأكثر واحد وسخ بالكون  هدفهم نكاية الاهلي ولكن اهانوا انفسهم بأنفسهم. @url,1,abusive_offensive_hateful_disrespectful_normal,indirect,shock_indifference,other,other
2872,@user كنت يا خنزير من اكبر موأيد للحرب والان تشتي الحرب توقف لان قلبك يتقطع علا كلاب الحوثي وليس علا الشع… @url,1,hateful,direct,shock,other,individual
2873,اعدموا خنازير البنا اللي أرهبت وقتلت وخربت ودمرت عايزين,1,hateful,indirect,anger_shock,origin,other
2874,انا لو ارتبطت ح ارتبط عشان كلمه بايرة البقت ملاحقاني في اي مكان دي,0,normal,indirect,indifference,other,women
2875,@user لابس نظارات كرمال كثافة إشعاعات بول البعير,1,offensive,indirect,indifference,origin,other
2876,@user يا حثالة انت مقرف جدا..وقميء.. وعبارة عن زبالة تنشر زبالتها في كل مكان.. انت خنزير ناطق وما تصدق غير ال… @url,1,offensive,indirect,shock,origin,individual
2877,ارتفاع معدل التحرش والاعتداء الجنسي والعنف ضد النساء خلال العام الحالي في اقليم كردستان - الفجر نيوز @url,0,normal,direct,sadness,gender,women
2878,@user وكما غردت انا سابقآ المحترمون يردون زواج البنات في عمر ١٠ سنوات ويردون التحرش بكل متبرجه أسوه بشيخهم المجلود هههه,1,hateful_disrespectful,indirect,shock,gender,individual
2879,أسباب التحرش كتيرة وفي تحرش بيطال حتي المحجبات والمنقبات بس النسبه الاكب… @url,0,normal,indirect,indifference,gender,women
2880,@user كسمه ذا الداعشي ودي اطحنه واطحنه واطحنه واطحن اي احد يوافقه الرأي بأي حرف يقوله لانهم خنازير مثله,1,offensive,indirect,indifference,origin,other
2881,المشكلة في الشعب السعودي اذا بدأ يفكر صحيح أعراب كما قال عنكم القران ماتعرفوا للاسف الا كيف يتم شرب بول البعير مستو… @url,1,abusive_hateful,direct,shock,origin,other
2882,الله يكفينى شر الحريم,0,normal,indirect,shock,gender,women
2883,@user مال بول البعير,1,offensive,indirect,indifference,other,other
2884,أطفال ورُضّع الشيعة.,0,normal,indirect,indifference,other,other
2885,@user لحم خروف يعطيه الحكككة  ع خنزير كدة يعطيه الدياثة,1,abusive_offensive,indirect,indifference,other,other
2886,@user ينظرون إلى التحرش في الغرب من خلال جهود مكافحته في الغرب نفسه,0,normal,indirect,indifference,other,other
2887,السكين دحشها بقلبك خنزير مغتصب الاراض وقاتل الانبيأ الموت للسامية @url,1,hateful,indirect,shock,origin,other
2888,انضرو فى وجه هاذا الخنزير كيف غضب الله عليه خنزير اليهود ابن العاهره المستاجر من زريبة الخنازير تاج راسك محمد ابن س… @url,1,abusive_hateful,direct,shock,other,individual
2889,@user ماله شغل سواقه شباب او حريم,0,normal,indirect,indifference,gender,other
2890,@user ونسيت بول البعير يا اجرب,1,disrespectful,direct,indifference,other,individual
2891,احنا كلنا كان مضحوك علينا من خنازير الاعلام المصري اتضح ان الشعب القطري شعب راقي وجميل وبعدين انتو اصلا دوله متقدمه… @url,1,offensive,direct,indifference_disgust,origin,other
2892,@user مخك مضروب بسبب شرب بول البعير,1,offensive,indirect,indifference,origin,other
2893,الصابون، تاريخيا، أقدم منتج استخدمه الإنسان، تحديدا في العصر الحجري .. ومع ذلك لاا زال الإنسان وسخ .…,1,disrespectful_normal,indirect,shock,other,other
2894,@user وجوه خنازير لعنهم الله,1,abusive_disrespectful,direct,shock_indifference,other,other
2895,@user هذا جزاءكو يا شاربي بول البعير يا قرن الشيطان على قتل خاشقجي و حصار غزة و هدم اليمن و قتل اطفاله و الجفا… @user,1,offensive,direct,shock,origin,other
2896,@user نعم دور المرأة وهي متبرجة وهي تغني و هي خالعة حجابها . دور المرأة المسلمة !!  لعن الله من يريد الخراب… @url,1,offensive,direct,shock,other,women
2897,@user وي هادشي لي جاري بيه العمل الى تم التحرش بفتاة ما كتأكد أنها زوينة و الى العكس راها مفيها ميتشاف,0,normal,indirect,confusion_sadness_shock_indifference_disgust,gender,women
2898,@user من لا يملك يعطي لمن لا يستحق ابشر بمعاده 300مليون عربي يا خنازير,1,offensive,direct,indifference,other,individual
2899,@user وأنت خنزير! عاجبك ولا تبي زود؟!,1,offensive,indirect,indifference,origin,other
2900,@user لبسها واضح ضيق عشان كذا خطفها معاه حق صراحه هي متبرجه,0,normal,direct,shock,gender,individual
2901,@user #مكافحة_التحرش #قانون_مكافحة_التحرش يا متحرشة,1,hateful_disrespectful,indirect,indifference,other,individual
2902,@user مستنقع خنازير #جزيرة_شرق_سلوى,1,hateful,indirect,shock,origin,other
2903,@user هههههههههه بول السوداني نفس بول البعير,0,normal,direct,shock,origin,other
2904,اسمها الخنزيره لأن كل من فيها خنازير,1,hateful,indirect,shock,other,individual
2905,@user لانكم عملاء خنازير خونه اعداء للامه والإسلام,1,hateful,indirect,indifference,religion,other
2906,@user والله مسخ اليهود الى قرده و خنازير,0,normal,direct,shock,religion,jews
2907,@user يلعن المنشن اللي خليتك فيه ، انت تاكل خنزير زي اللي ياكلونه اخوياك ببلاد الكفر لندن,1,offensive,direct,shock_disgust,other,individual
2908,@user لو أنهم تخابروا مع اسرائيل أو خنازير الخمارات دولة آل منشار لتمت ترقيتهم,0,normal,indirect,shock,origin,other
2909,@user هذا العمليه الإجراميه الإرهابيه برعايتكم يا دموييين يا انجاس تسوون فتنه بين المسيحيين الأقباط والمسلمين ل… @url,1,hateful,direct,anger_indifference,origin,other
2910,@user هههههههههههه سهل الوسخ بايجلس وسخ ولو تحمم وتنظف كل يوم,1,offensive,indirect,indifference_disgust,other,other
2911,الصراع الأخير المتكرر بتاع التحرش ده محتاج وعي من الطرفين، الطرف الماسك طرف الدين و شايف انو الأمر الإ…,0,normal,indirect,indifference,other,other
2912,المهم الحريم مالقوا رجال إلا في الهلال,1,offensive,indirect,shock,gender,women
2913,السر في الصورة.!!! فحين توضع صورة امرأة متبرجة يزداد عدد المتابعين بشكل كبير بغض النظر عن قيمة ما يكتب صاحب الصورة… @url,0,normal,indirect,indifference,other,women
2914,@user ممكن نعرف ليش البنت والرجال فرحانين بالتصوير معه هالنجس؟,0,normal,direct,confusion_indifference,other,individual
2915,@user نضف شاشتك يا وسخ,1,disrespectful,direct,shock,other,individual
2916,@user هذا كلام خنازير يهود العرب وهؤلاء من علامات الساعة,1,abusive_hateful,indirect,shock_disgust,other,other
2917,@user مو ظروري تبثي والله اخلاقك افضل لك من الشهره على حساب دينك تظهري متبرجة كاشفه شعرك والله انصحك اتركي ها المجال,0,normal,direct,sadness,religion,individual
2918,@user هههه انت شرب بول البعير قد اذهب عقلك وبصرك ولم يجعلك تنظر وتفكر بصوره صحيحه انصحك ترك هذا المشروب والامتناع عن اكل الضب كذلك,1,offensive,indirect,indifference,origin,individual
2919,@user لا مش حكم كلاب ده حكم خنازير الكلب اوفى وانضف من الخنازير ولاد الخنازير,1,abusive_hateful,indirect,shock,other,other
2920,@user هندوس ع وش الكل السنه دى باذن الله,0,normal,indirect,shock,religion,other
2921,@user وجه نظر.. اذا كان يمنع النقاب فنتمني عدم العرى من بعض البنات  حتي نقضي ع التحرش اهو يبقي ضربنا عصفورين @url,0,normal,indirect,indifference,other,other
2922,المشكله اكثر الحريم زوجناهم مسيار,0,normal,indirect,indifference,other,women
2923,@user والله ياخنزير هتلر يسلم عليك ما انت كفو ولا الا وراك ولكم يوم تزالون يا خنازير,1,hateful,direct,shock,other,other
2924,الأخ المطوع يستدل بإضراب عاملات ماكدونالدز عشان التحرش على فضيلة البقاء في المنزل معززه مكرمه,0,normal,indirect,confusion_indifference,gender,women
2925,@user كيف لشارب بول البعير أن يحلل ويفهم. . جميع الحدود اليمنية تحت سيطرة التحالف ويجيك واحد غمش ويقول ع… @url,1,abusive_hateful,indirect,indifference,origin,individual
2926,@user ما سالفه بنت متبرجه ولا بنت متستره ولا سالفه ولد غض البصر ولا لا,0,normal,indirect,indifference,other,other
2927,@user هههههههه الواقع يثبت كل شي والقادم اعظم وما معاكم غير التضليل والكذب اصلا مش عملكم عمل بول البعير,0,normal,indirect,indifference,other,other
2928,أعجبني فيديو @user على @user ملالي 27 | رضاع الكبير ، بول البعير ،,1,abusive_disrespectful,indirect,indifference,origin,other
2929,أقيم بالمدرسة خلال #ساعة_النشاط محاضرة توجيهية عن الوقاية من التحرش،  ألقاها الأستاذ الفاضل : أسامة النجيدي.… @url,0,normal,indirect,indifference,gender,other
2930,@user و الله ربنا عافيك من جنس وسخ,0,normal,direct,shock,origin,other
2931,@user ههههههههه فعلا مفصوحين و بايعين دينكم و عرضكم ، حركاتكم ما تمشي حتى على الغشيم يا اذناب اليهود ، تسوو… @url,1,hateful,indirect,shock,origin,other
2932,@user مين ليش عم يحسب حسابكم يا خنازير صهاينة وهل ترون انتى من العربان,1,offensive,direct,shock,origin,other
2933,@user كله من الحريم يوم ساقوا,1,disrespectful_normal,direct,sadness_indifference,gender,women
2934,@user هذا شعار هندوس,0,normal,indirect,indifference,other,indian/hindu
2935,@user يبدو ان ال الشيخ خنازير ترعرعرت في نفس الزريبة يا سادة يا كرام,1,hateful,direct,shock,other,other
2936,@user مع احترامي لك، الخيابرة الافارقة كانوا عبيد يعملون باخلاص في النخيل عند القبائل التي كانت تسكن خيبر وب… @url,0,normal,indirect,sadness,origin,african_descent
2937,التاسعة يا اهلي #افريقيا_يا_اهلي,0,normal,indirect,indifference,other,other
2938,@user وهل يوجد ابشع من هاؤلاء هُم المتأمرون ع اليمن وشعب اليمن هُم من تأمرو ع ليبيا العراق سوريا فلسطين السودان… @url,1,hateful_normal,direct,anger_indifference,origin,other
2939,@user لاتعتب إلى من يشرب بول البعير,1,offensive,indirect,shock,origin,other
2940,@user يا كلاب يا خنازير انتم آخر من يحق لهم الكلام يلعن شرفكم ماذا يحدث في اليمن؟؟!!!!,1,hateful,direct,shock,origin,other
2941,@user لا يوجد شئ اسمه نصارى اسمهم مسيحيين,0,normal,indirect,indifference,other,christian
2942,@user ومن انت لتسخر من نادي اعرق منك ومن بلدك ياشارب بول البعير يابعار يامعيدي تف ع وجهك,1,abusive_hateful,indirect,disgust,origin,individual
2943,@user وهذي نفسها و نزلتها عسان الجحوش ما يقولون مزورة .. يا خنزير ليش تحذفها ؟؟؟؟ @url,1,offensive,direct,shock,other,individual
2944,@user هاهاهاهاها  عم تحطووو اخبار السعودية  بول البعير عاطي تأثيررر قوي كتير,1,offensive,direct,anger_indifference,origin,other
2945,@user واخرتها بول البعير,1,abusive_offensive_hateful_disrespectful_normal,indirect,indifference,origin,other
2946,@user هذي ما تسمى(المغالطة المنطقية )وهي ان أقنعك بالمنطق للهرب من امر اسلامي مثلا (بأن ليس كل متبرجة معناها ان… @url,0,normal,indirect,indifference,religion,individual
2947,@user يقال عندنا في تعز للسلعة التى لم تجد اقبال عليها من المشترين بأنها بايرة وكذلك للمرأة التي لا تجد من يأتي لخطبتها بايرة,1,disrespectful_normal,indirect,sadness_indifference,gender,women
2948,@user هههههههههههه والله انكم صهاينه وانكم من تدعمون اسرائيل يا مملكة بول البعير اما هذا الطفل فهو بيقول الحقيقه فقط يا مناشير,1,hateful_normal,direct,shock,origin,other
2949,@user لو كانت هالمسلمه في غزة لربما تم التحرش بها,1,offensive,indirect,shock,religion,individual
2950,الحلانا من قضية التحرش يحلنا من الدعم السريع,0,normal,indirect,sadness,other,other
2951,@user مراسل #الجزيرة في #اسطنبول كلب ، ومذيعي القناة خنازير ، عقبال تكتمل حديقة الحيوان بحضور الثيران الحمدين وعزمي حماره .,1,hateful,direct,shock,other,other
2952,@user لا والله يا بايرة يا جهلاوية الزمالك زي الاسد بيعرف ينط كويس واللبوات كتير بس جماهير الجهلي بعد مباراه… @url,1,offensive_hateful_disrespectful_normal,indirect,shock,other,individual
2953,@user يتعاود ف صبح ساعه تسعه عاررفتك بايره ما تنوضش,1,offensive,direct,indifference_disgust,gender,women
2954,@user منافق ووصولي وفاشل كلبك منطقي اكتر منك يا بهلة لا وش حلو ولا .....ناعمة جابوك لاءنك لسانك وسخ ومقرف… @url,1,disrespectful,direct,indifference_disgust,other,individual
2955,الكيرفي. ياريس. عشان التحرش  @url,1,offensive,indirect,sadness,other,women
2956,الحوثي عميل نجس وسخ نذل خنزير إيران  #الحديدة_تنتصر,1,hateful,indirect,shock,origin,other
2957,الرعاع وشاربوا بول البعير متى عىفتم كرة القدم لكي تتحدثوا عن لاعب دفع شيخكم تركي الكثير لجلبه وهو حاء حبا في الكعبة… @url,1,hateful,indirect,shock,origin,other
2958,الله ياخذهم وياخذ من حرضهم وشجعهم على هالاعمال سوو مذهبنا مذهب هندوس وعبدة شياطين بأعمالهم,0,normal,indirect,confusion_shock,religion,other
2959,الروس قالوا انو سوريا أسقطت الطائرة يا بهيم @url,0,normal,direct,confusion_indifference,other,individual
2960,اذا رجالتكم شاذين وعاملين زى الحريم وعايزين يتظبطو,1,offensive,indirect,indifference_disgust,gender,other
2961,@user هههه. اقبل. التحرش. وأحلا من. ماجد. المهندس,1,offensive,indirect,shock,other,individual
2962,@user وحجر وسيري سايره ولا تكوني بايره,1,offensive,indirect,sadness,gender,women
2963,@user يخي قلعتهم لسانهم وسخ ماهموني وماتفرحت بالي صار لهم,1,offensive,indirect,indifference_disgust,other,other
2964,@user ههههه لا ي ءءموره دوم الحلوه يغارون منها الحريم ويسبونها,0,normal,direct,indifference,gender,women
2965,@user ماذا تتوقع من زباله عزمي و خنازير إلاخوان غير الكذب ز والتزييف و الارهاب,1,abusive_hateful,indirect,anger_indifference,other,other
2966,اتمنى يكون خنزير اريانا بخير و متدفي,1,abusive_disrespectful,indirect,shock,other,individual
2967,@user ياخي فخامة الاسم ذا باعتراف الافارقة قالوا شي شي,0,normal,indirect,indifference,origin,african_descent
2968,الشعب السعودي يحتفل بشرب بول البعير بمناسبه تاسيس دوله ال سعود اللعينه الذتي تحول فيها شعب عربي… @user,1,hateful,direct,indifference,origin,other
2969,@user كلو التحرش بس هو يعني من 40 سنة مش كان في تحرش,0,normal,indirect,indifference,gender,other
2970,@user واحد من شعب بول البعير اتخضيتوا كلكو على بعضكو كيف لو كان الشعب كلو ياروح امك,1,offensive,direct,shock,origin,other
2971,@user ههههههههه ناهقوا ياحمير الخنزيرة يانجاس اتفوووووو على كل خنزير فيكم,1,hateful,direct,shock,other,other
2972,@user لما تشوفين مجتمع يستخدم كلمة حرمة او بنت كـ سبة، فغير مستغرب انهم يعاملونك كـ قاصر. يشوفونك ناقصة عقل، و الحرية بتخربك.,0,normal,indirect,shock,gender,women
2973,القولون ده وسخ اوي ...,0,normal,indirect,indifference,other,other
2974,@user منحرفة مو بس مايلة,1,offensive,indirect,indifference,other,other
2975,@user لو واحد عربي .. كان اتهموه ب التحرش ...,0,normal,indirect,indifference,other,arabs
2976,@user لو حدى كل العرب حدو قطر في البناء و النهضة و التعليم و التطوير و النمو الاقتصادي والاجتماعي ...لرأي… @url,0,normal,indirect,indifference,other,other
2977,@user موت بغيضك ياملعون..لوانت رجال تعال...ووقفهم انت.وترجل.ماجالس هارب مثل الحريم..وتلهف بلسانك مثل الكل… @url,1,hateful,indirect,shock,other,individual
2978,@user هذا خنزيرالكتروني من خنازير ال سعود قبحهم الله,1,offensive,direct,shock,origin,individual
